Et    91   101
 1.160500000000000E+00 1.000000000000000E-06 2.421115884177963E+07
 1.160500000000000E+00 1.258925410000000E-06 2.421388264928732E+07
 1.160500000000000E+00 1.584893190000000E-06 2.421758504040162E+07
 1.160500000000000E+00 1.995262310000000E-06 2.422261747699896E+07
 1.160500000000000E+00 2.511886430000000E-06 2.422945755310869E+07
 1.160500000000000E+00 3.162277660000000E-06 2.423875417860489E+07
 1.160500000000000E+00 3.981071710000000E-06 2.425138888038149E+07
 1.160500000000000E+00 5.011872340000000E-06 2.426855890948450E+07
 1.160500000000000E+00 6.309573440000001E-06 2.429188980476124E+07
 1.160500000000000E+00 7.943282350000000E-06 2.432358765302038E+07
 1.160500000000000E+00 1.000000000000000E-05 2.436664467580008E+07
 1.160500000000000E+00 1.258925410000000E-05 2.442511615115501E+07
 1.160500000000000E+00 1.584893190000000E-05 2.450449218056682E+07
 1.160500000000000E+00 1.995262310000000E-05 2.461219452548720E+07
 1.160500000000000E+00 2.511886430000000E-05 2.475823649038324E+07
 1.160500000000000E+00 3.162277660000000E-05 2.495609190918548E+07
 1.160500000000000E+00 3.981071710000000E-05 2.522382623343091E+07
 1.160500000000000E+00 5.011872340000000E-05 2.558554528232406E+07
 1.160500000000000E+00 6.309573440000001E-05 2.607321053226204E+07
 1.160500000000000E+00 7.943282350000000E-05 2.672884701674365E+07
 1.160500000000000E+00 1.000000000000000E-04 2.760712751828507E+07
 1.160500000000000E+00 1.258925410000000E-04 2.877827262113842E+07
 1.160500000000000E+00 1.584893190000000E-04 3.033125696238176E+07
 1.160500000000000E+00 1.995262310000000E-04 3.237780379233583E+07
 1.160500000000000E+00 2.511886430000000E-04 3.501858180832341E+07
 1.160500000000000E+00 3.162277660000000E-04 3.842784265038620E+07
 1.160500000000000E+00 3.981071710000000E-04 4.275894319360957E+07
 1.160500000000000E+00 5.011872340000000E-04 4.817990293168934E+07
 1.160500000000000E+00 6.309573440000000E-04 5.486459755571659E+07
 1.160500000000000E+00 7.943282350000000E-04 6.299143025301710E+07
 1.160500000000000E+00 1.000000000000000E-03 7.274867982254495E+07
 1.160500000000000E+00 1.258925410000000E-03 8.434594738398887E+07
 1.160500000000000E+00 1.584893190000000E-03 9.802876030727716E+07
 1.160500000000000E+00 1.995262310000000E-03 1.140926817709986E+08
 1.160500000000000E+00 2.511886430000000E-03 1.328948706434339E+08
 1.160500000000000E+00 3.162277660000000E-03 1.548634840034428E+08
 1.160500000000000E+00 3.981071710000000E-03 1.805067413781469E+08
 1.160500000000000E+00 5.011872340000000E-03 2.104233798977427E+08
 1.160500000000000E+00 6.309573440000000E-03 2.453154999557227E+08
 1.160500000000000E+00 7.943282350000001E-03 2.860042502300993E+08
 1.160500000000000E+00 1.000000000000000E-02 3.334486390651646E+08
 1.160500000000000E+00 1.258925410000000E-02 3.887678177267681E+08
 1.160500000000000E+00 1.584893190000000E-02 4.532672796965696E+08
 1.160500000000000E+00 1.995262310000000E-02 5.284695460670691E+08
 1.160500000000000E+00 2.511886430000001E-02 6.161500381937966E+08
 1.160500000000000E+00 3.162277660000000E-02 7.183789541507788E+08
 1.160500000000000E+00 3.981071710000000E-02 8.375701460214306E+08
 1.160500000000000E+00 5.011872340000000E-02 9.765381293682200E+08
 1.160500000000000E+00 6.309573440000001E-02 1.138564589690355E+09
 1.160500000000000E+00 7.943282350000000E-02 1.327475953990043E+09
 1.160500000000000E+00 1.000000000000000E-01 1.547733861788145E+09
 1.160500000000000E+00 1.258925410000000E-01 1.804540720710386E+09
 1.160500000000000E+00 1.584893190000000E-01 2.103962842191928E+09
 1.160500000000000E+00 1.995262310000000E-01 2.453074110771567E+09
 1.160500000000000E+00 2.511886430000000E-01 2.860123676938650E+09
 1.160500000000000E+00 3.162277660000000E-01 3.334731672476867E+09
 1.160500000000000E+00 3.981071710000000E-01 3.888117796444170E+09
 1.160500000000000E+00 5.011872340000000E-01 4.533368291958661E+09
 1.160500000000000E+00 6.309573440000000E-01 5.285748009205688E+09
 1.160500000000000E+00 7.943282350000000E-01 6.163065340899539E+09
