#rho	 Pc
 1.843456170533329E-06 2.146812884070975E-215
 1.864813127006536E-06 1.663171686538254E-214
 1.886417509807039E-06 1.270364733233461E-213
 1.908272185438186E-06 9.576420153360001E-213
 1.930380053612585E-06 7.130339763572065E-212
 1.952744047636822E-06 5.247279077164713E-211
 1.975367134800666E-06 3.818658069163448E-210
 1.998252316770756E-06 2.749400238517947E-209
 2.021402629988894E-06 1.959223028683556E-208
 2.044821146074914E-06 1.382270014538550E-207
 2.068510972234209E-06 9.658066714172218E-207
 2.092475251670033E-06 6.684753034077768E-206
 2.116717164000533E-06 4.584321040073424E-205
 2.141239925680606E-06 3.115624196318649E-204
 2.166046790428695E-06 2.098806425490419E-203
 2.191141049658488E-06 1.401606949670416E-202
 2.216526032915602E-06 9.280458248613551E-202
 2.242205108319392E-06 6.093392419763817E-201
 2.268181683009820E-06 3.967782513100841E-200
 2.294459203599501E-06 2.562617811886450E-199
 2.321041156631043E-06 1.641767906434739E-198
 2.347931069039624E-06 1.043453563350334E-197
 2.375132508620941E-06 6.579708502670564E-197
 2.402649084504619E-06 4.116694156757835E-196
 2.430484447633063E-06 2.555836409036178E-195
 2.458642291245849E-06 1.574679374018467E-194
 2.487126351369790E-06 9.628447425166058E-194
 2.515940407314616E-06 5.843247360383774E-193
 2.545088282174398E-06 3.519764525444935E-192
 2.574573843334846E-06 2.104555881366667E-191
 2.604401002986410E-06 1.249165175440557E-190
 2.634573718643368E-06 7.360644328105766E-190
 2.665095993668894E-06 4.305974114098999E-189
 2.695971877806262E-06 2.500971898817363E-188
 2.727205467716160E-06 1.442279513096371E-187
 2.758800907520217E-06 8.258743343093395E-187
 2.790762389350895E-06 4.695938929539176E-186
 2.823094153907683E-06 2.651516030303926E-185
 2.855800491019742E-06 1.486785325177648E-184
 2.888885740215130E-06 8.279474819396687E-184
 2.922354291296551E-06 4.579052961159188E-183
 2.956210584923782E-06 2.515268109986622E-182
 2.990459113202913E-06 1.372289095963862E-181
 3.025104420282339E-06 7.436630924073155E-181
 3.060151102955670E-06 4.003062258595086E-180
 3.095603811271675E-06 2.140473388850074E-179
 3.131467249151247E-06 1.136957534176209E-178
 3.167746175011494E-06 5.999441567640388E-178
 3.204445402397147E-06 3.145028257663633E-177
 3.241569800619197E-06 1.637948025707609E-176
 3.279124295400951E-06 8.475239355707441E-176
 3.317113869531618E-06 4.357067919712590E-175
 3.355543563527412E-06 2.225569582037912E-174
 3.394418476300351E-06 1.129552152453552E-173
 3.433743765834749E-06 5.696436145732692E-173
 3.473524649871639E-06 2.854600877713516E-172
 3.513766406601050E-06 1.421497070927138E-171
 3.554474375362294E-06 7.034252912765903E-171
 3.595653957352451E-06 3.459188925389237E-170
 3.637310616342988E-06 1.690548271284950E-169
 3.679449879404660E-06 8.210893291620508E-169
 3.722077337640922E-06 3.963466390847217E-168
 3.765198646929726E-06 1.901490471983267E-167
 3.808819528673928E-06 9.066913200618181E-167
 3.852945770560467E-06 4.297175531328607E-166
 3.897583227328261E-06 2.024309618780861E-165
 3.942737821544985E-06 9.478786697547582E-165
 3.988415544392954E-06 4.411864576691288E-164
 4.034622456464009E-06 2.041252552646467E-163
 4.081364688563618E-06 9.388319923055121E-163
 4.128648442524373E-06 4.292466519220571E-162
 4.176479992028841E-06 1.951035057456697E-161
 4.224865683441929E-06 8.816038518370165E-161
 4.273811936652987E-06 3.960437543203785E-160
 4.323325245927587E-06 1.768825891783619E-159
 4.373412180769155E-06 7.854347091301446E-159
 4.424079386790688E-06 3.467599624715547E-158
 4.475333586596460E-06 1.522132113899456E-157
 4.527181580674012E-06 6.643407631234682E-157
 4.579630248296407E-06 2.883069638946178E-156
 4.632686548435048E-06 1.244100589198013E-155
 4.686357520682972E-06 5.338292518300244E-155
 4.740650286188838E-06 2.277749990143990E-154
 4.795572048601848E-06 9.664442048686327E-154
 4.851130095027495E-06 4.077788815682978E-153
 4.907331796994399E-06 1.711039289994239E-152
 4.964184611432438E-06 7.139907275392710E-152
 5.021696081662117E-06 2.963005543344808E-151
 5.079873838395385E-06 1.222896101624850E-150
 5.138725600748163E-06 5.019653052510092E-150
 5.198259177264497E-06 2.049248673820330E-149
 5.258482466952563E-06 8.320744086813737E-149
 5.319403460332804E-06 3.360360472075214E-148
 5.381030240498078E-06 1.349818487768130E-147
 5.443370984186102E-06 5.393121751359261E-147
 5.506433962864432E-06 2.143334305710203E-146
 5.570227543827890E-06 8.472935085302396E-146
 5.634760191308720E-06 3.331819749021922E-145
 5.700040467599704E-06 1.303293115471372E-144
 5.766077034190191E-06 5.071366122976305E-144
 5.832878652915267E-06 1.963085955901486E-143
 5.900454187118374E-06 7.559521894624891E-143
 5.968812602827265E-06 2.896003820197569E-142
 6.037962969943643E-06 1.103729871647445E-141
 6.107914463446530E-06 4.184989342876232E-141
 6.178676364609689E-06 1.578711567159727E-140
 6.250258062233045E-06 5.925118422194631E-140
 6.322669053888355E-06 2.212513736099546E-139
 6.395918947179452E-06 8.220125648010793E-139
 6.470017461016957E-06 3.038668144664636E-138
 6.544974426907742E-06 1.117658639603047E-137
 6.620799790259493E-06 4.090391568182572E-137
 6.697503611700231E-06 1.489563606706959E-136
 6.775096068413125E-06 5.397595158547296E-136
 6.853587455486911E-06 1.946243738003744E-135
 6.932988187281815E-06 6.983262267350653E-135
 7.013308798811297E-06 2.493401280951322E-134
 7.094559947139945E-06 8.859458122144055E-134
 7.176752412797439E-06 3.132648820633291E-133
 7.259897101208852E-06 1.102336555788847E-132
 7.344005044141728E-06 3.860317166916139E-132
 7.429087401169724E-06 1.345384260239739E-131
 7.515155461153231E-06 4.666513531344806E-131
 7.602220643737307E-06 1.610904396902810E-130
 7.690294500866806E-06 5.534599945879492E-130
 7.779388718319034E-06 1.892561818112530E-129
 7.869515117254370E-06 6.441238645353403E-129
 7.960685655784621E-06 2.181987453378806E-128
 8.052912430559702E-06 7.357100381924969E-128
 8.146207678372535E-06 2.469111382566660E-127
 8.240583777782790E-06 8.248257414300213E-127
 8.336053250759216E-06 2.742705496080625E-126
 8.432628764341015E-06 9.078194423945749E-126
 8.530323132318659E-06 2.991100222347337E-125
 8.629149316933965E-06 9.810281036771729E-125
 8.729120430599901E-06 3.203013076190679E-124
 8.830249737640470E-06 1.041047390319569E-123
 8.932550656050594E-06 3.368406722511368E-123
 9.036036759276359E-06 1.084996823321089E-122
 9.140721778016091E-06 3.479284705133163E-122
 9.246619602042111E-06 1.110750814234728E-121
 9.353744282043576E-06 3.530336163573752E-121
 9.462110031490884E-06 1.117109580559737E-120
 9.571731228521471E-06 3.519356787324856E-120
 9.682622417847455E-06 1.103890773611579E-119
 9.794798312685590E-06 3.447399725015666E-119
 9.908273796709376E-06 1.071932232153822E-118
 1.002306392602377E-05 3.318643099433102E-118
 1.013918393116299E-05 1.023007109348895E-117
 1.025664921911126E-05 3.139995016033761E-117
 1.037547537534699E-05 9.596630184060535E-117
 1.049567816591076E-05 2.920487228704712E-116
 1.061727353949715E-05 8.850052420333029E-116
 1.074027762957086E-05 2.670530554277324E-115
 1.086470675650721E-05 8.024492996377733E-115
 1.099057742975774E-05 2.401115951209109E-114
 1.111790635004061E-05 7.154697049693489E-114
 1.124671041155638E-05 2.123044160859994E-113
 1.137700670422976E-05 6.273696653952935E-113
 1.150881251597704E-05 1.846255195628586E-112
 1.164214533499974E-05 5.410914356193064E-112
 1.177702285210523E-05 1.579309556660267E-111
 1.191346296305382E-05 4.590801033291976E-111
 1.205148377093312E-05 1.329049582495487E-110
 1.219110358856020E-05 3.832059766989557E-110
 1.233234094091122E-05 1.100445621597250E-109
 1.247521456757932E-05 3.147436216822417E-109
 1.261974342526115E-05 8.966111078447634E-109
 1.276594669027201E-05 2.543998657999891E-108
 1.291384376109010E-05 7.189554145902870E-108
 1.306345426093052E-05 2.023792872763311E-107
 1.321479804034880E-05 5.674346663341099E-107
 1.336789517987466E-05 1.584739985471847E-106
 1.352276599267645E-05 4.408584185701969E-106
 1.367943102725624E-05 1.221647265563833E-105
 1.383791107017632E-05 3.372132654339824E-105
 1.399822714881700E-05 9.272186331388402E-105
 1.416040053416678E-05 2.539714166469760E-104
 1.432445274364456E-05 6.929776246239723E-104
 1.449040554395443E-05 1.883613195713697E-103
 1.465828095397397E-05 5.100453752058038E-103
 1.482810124767564E-05 1.375868383559588E-102
 1.499988895708198E-05 3.697450249109432E-102
 1.517366687525545E-05 9.899004374854955E-102
 1.534945805932254E-05 2.640284673007455E-101
 1.552728583353288E-05 7.015947992889982E-101
 1.570717379235419E-05 1.857396474331279E-100
 1.588914580360273E-05 4.899048939380302E-100
 1.607322601160995E-05 1.287401690296882E-99
 1.625943884042630E-05 3.370681472645720E-99
 1.644780899706168E-05 8.792834023735108E-99
 1.663836147476351E-05 2.285355230202872E-98
 1.683112155633311E-05 5.918318932526663E-98
 1.702611481748016E-05 1.527105113839234E-97
 1.722336713021593E-05 3.926191663129886E-97
 1.742290466628638E-05 1.005801127745696E-96
 1.762475390064443E-05 2.567419469344114E-96
 1.782894161496266E-05 6.530277580790857E-96
 1.803549490118694E-05 1.655093524104434E-95
 1.824444116513090E-05 4.179992319977364E-95
 1.845580813011225E-05 1.051953185990720E-94
 1.866962384063094E-05 2.638099927609864E-94
 1.888591666609049E-05 6.592738664606301E-94
 1.910471530456188E-05 1.641822248892721E-93
 1.932604878659118E-05 4.074533696219639E-93
 1.954994647905157E-05 1.007690148395596E-92
 1.977643808903973E-05 2.483586160834496E-92
 2.000555366781723E-05 6.100147603968115E-92
 2.023732361479804E-05 1.493193538253359E-91
 2.047177868158191E-05 3.642606302097938E-91
 2.070894997603431E-05 8.855935568106585E-91
 2.094886896641422E-05 2.145795973277166E-90
 2.119156748554922E-05 5.181790246254233E-90
 2.143707773505894E-05 1.247137380330810E-89
 2.168543228962801E-05 2.991558116638581E-89
 2.193666410132786E-05 7.152121220599386E-89
 2.219080650398876E-05 1.704245421167405E-88
 2.244789321762292E-05 4.047574040791199E-88
 2.270795835289834E-05 9.581387242153302E-88
 2.297103641566450E-05 2.260676478137657E-87
 2.323716231153099E-05 5.316555530252786E-87
 2.350637135049867E-05 1.246262916231276E-86
 2.377869925164447E-05 2.911935903378360E-86
 2.405418214786104E-05 6.781912636959070E-86
 2.433285659065065E-05 1.574440347076388E-85
 2.461475955497503E-05 3.643420080223980E-85
 2.489992844416102E-05 8.404398920969869E-85
 2.518840109486366E-05 1.932519025933682E-84
 2.548021578208627E-05 4.429614395652770E-84
 2.577541122425862E-05 1.012134859021731E-83
 2.607402658837451E-05 2.305400767632551E-83
 2.637610149518835E-05 5.234742534662826E-83
 2.668167602447192E-05 1.184923444965991E-82
 2.699079072033256E-05 2.673846941200080E-82
 2.730348659659249E-05 6.015050380277926E-82
 2.761980514223033E-05 1.348974189836977E-81
 2.793978832688635E-05 3.016024093840237E-81
 2.826347860643089E-05 6.722609701660501E-81
 2.859091892859722E-05 1.493887948999659E-80
 2.892215273868035E-05 3.309636322914553E-80
 2.925722398530124E-05 7.310207739780234E-80
 2.959617712623767E-05 1.609798089127696E-79
 2.993905713432351E-05 3.534356640626594E-79
 3.028590950341550E-05 7.736626281293143E-79
 3.063678025442922E-05 1.688496414366800E-78
 3.099171594144570E-05 3.674184106116853E-78
 3.135076365788807E-05 7.971478610200859E-78
 3.171397104276969E-05 1.724403867766269E-77
 3.208138628701550E-05 3.719342195997617E-77
 3.245305813985575E-05 7.998807151175805E-77
 3.282903591529424E-05 1.715225128060705E-76
 3.320936949865111E-05 3.667403593912591E-76
 3.359410935318213E-05 7.818848366221022E-76
 3.398330652677408E-05 1.662180574511035E-75
 3.437701265871752E-05 3.523463209056393E-75
 3.477527998655894E-05 7.447700220927370E-75
 3.517816135303146E-05 1.569785466315014E-74
 3.558571021306580E-05 3.299353385526460E-74
 3.599798064088330E-05 6.915005084272249E-74
 3.641502733717030E-05 1.445226843064505E-73
 3.683690563633571E-05 3.012063127699562E-73
 3.726367151385328E-05 6.260100782443870E-73
 3.769538159368835E-05 1.297455399142450E-72
 3.813209315581049E-05 2.681649672552753E-72
 3.857386414379404E-05 5.527321836963790E-72
 3.902075317250593E-05 1.136148683492905E-71
 3.947281953588241E-05 2.328991331596738E-71
 3.993012321479693E-05 4.761210940408372E-71
 4.039272488501817E-05 9.707074584194270E-71
 4.086068592526029E-05 1.973718583419463E-70
 4.133406842532736E-05 4.002326582374890E-70
 4.181293519435125E-05 8.094215036535459E-70
 4.229734976912489E-05 1.632587054920359E-69
 4.278737642253311E-05 3.284141133478518E-69
 4.328308017208001E-05 6.588940246928608E-69
 4.378452678851580E-05 1.318445072615014E-68
 4.429178280456295E-05 2.631271337607215E-68
 4.480491552374449E-05 5.237580825579992E-68
 4.532399302931364E-05 1.039828512657348E-67
 4.584908419328686E-05 2.059031264160738E-67
 4.638025868558255E-05 4.066668135773855E-67
 4.691758698326467E-05 8.011123339756939E-67
 4.746114037989332E-05 1.574096310608833E-66
 4.801099099498489E-05 3.085010656293297E-66
 4.856721178358058E-05 6.030784242076389E-66
 4.912987654592577E-05 1.175944766740178E-65
 4.969905993726281E-05 2.287179781129086E-65
 5.027483747773590E-05 4.437293452037940E-65
 5.085728556241094E-05 8.587063448210264E-65
 5.144648147141245E-05 1.657616474887221E-64
 5.204250338017688E-05 3.191835283691665E-64
 5.264543036982457E-05 6.130813123045989E-64
 5.325534243765326E-05 1.174683898379623E-63
 5.387232050775181E-05 2.245191595450808E-63
 5.449644644173690E-05 4.280745043096224E-63
 5.512780304961539E-05 8.141847656085448E-63
 5.576647410077115E-05 1.544785956517530E-62
 5.641254433508004E-05 2.923879331045781E-62
 5.706609947415262E-05 5.520779663461777E-62
 5.772722623270883E-05 1.039908792038200E-61
 5.839601233008293E-05 1.954105311190835E-61
 5.907254650186178E-05 3.663216259005730E-61
 5.975691851165940E-05 6.850827173526348E-61
 6.044921916302639E-05 1.278183753445171E-60
 6.114954031149751E-05 2.379125513282598E-60
 6.185797487678007E-05 4.417933068354937E-60
 6.257461685508225E-05 8.184695895157971E-60
 6.329956133158419E-05 1.512765138351343E-59
 6.403290449305494E-05 2.789522720391935E-59
 6.477474364061430E-05 5.131940471523905E-59
 6.552517720264223E-05 9.419557248822606E-59
 6.628430474783963E-05 1.724965402666520E-58
 6.705222699843866E-05 3.151629365641549E-58
 6.782904584356635E-05 5.745112733068519E-58
 6.861486435276425E-05 1.044899305750194E-57
 6.940978678966348E-05 1.896123332481762E-57
 7.021391862581801E-05 3.433039124922691E-57
 7.102736655469989E-05 6.201756495303691E-57
 7.185023850585492E-05 1.117836271866738E-56
 7.268264365922239E-05 2.010355878994111E-56
 7.352469245962241E-05 3.607469473781379E-56
 7.437649663140899E-05 6.459085887284431E-56
 7.523816919329440E-05 1.153936243728292E-55
 7.610982447334375E-05 2.057020410287778E-55
 7.699157812414539E-05 3.658853974511682E-55
 7.788354713815537E-05 6.493889377497814E-55
 7.878584986321947E-05 1.150063069523314E-54
 7.969860601827715E-05 2.032352364386751E-54
 8.062193670924526E-05 3.583773350638586E-54
 8.155596444508601E-05 6.305939955196329E-54
 8.250081315406299E-05 1.107211191929046E-53
 8.345660820018339E-05 1.939929751199233E-53
 8.442347639983096E-05 3.391719955739517E-53
 8.540154603859341E-05 5.917468421229635E-53
 8.639094688828300E-05 1.030237631677805E-52
 8.739181022415409E-05 1.789896312001941E-52
 8.840426884232236E-05 3.103207614231663E-52
 8.942845707738373E-05 5.368955010031995E-52
 9.046451082023738E-05 9.269752435343570E-52
 9.151256753611728E-05 1.597163573519573E-51
 9.257276628283075E-05 2.746230498240427E-51
 9.364524772920803E-05 4.712315159031293E-51
 9.473015417376792E-05 8.069466736697952E-51
 9.582762956359746E-05 1.379024261021995E-50
