#rho	 Pc
 9.693781951345029E-05 2.351900404942135E-50
 9.806087132506855E-05 4.003033905964599E-50
 9.919693400672605E-05 6.799645814582493E-50
 1.003461582929995E-04 1.152692166477280E-49
 1.015086966647673E-04 1.950175756809554E-49
 1.026847033694421E-04 3.292841653039943E-49
 1.038743344414362E-04 5.548913184397330E-49
 1.050777477228636E-04 9.332291559302244E-49
 1.062951028844840E-04 1.566445302215260E-48
 1.075265614468879E-04 2.624170253012929E-48
 1.087722868019259E-04 4.387547955998319E-48
 1.100324442343902E-04 7.321635159484457E-48
 1.113072009439436E-04 1.219421542952510E-47
 1.125967260673028E-04 2.027040536855818E-47
 1.139011907006817E-04 3.363078488226354E-47
 1.152207679224920E-04 5.569045497957023E-47
 1.165556328163062E-04 9.204430126593106E-47
 1.179059624940900E-04 1.518408377235548E-46
 1.192719361197010E-04 2.500109221342893E-46
 1.206537349326592E-04 4.108764253184845E-46
 1.220515422721964E-04 6.739822360731950E-46
 1.234655436015805E-04 1.103503673425533E-45
 1.248959265327228E-04 1.803392805180080E-45
 1.263428808510717E-04 2.941719073230041E-45
 1.278065985407935E-04 4.789712656286006E-45
 1.292872738102438E-04 7.784275496761669E-45
 1.307851031177375E-04 1.262788074354502E-44
 1.323002851976136E-04 2.044792917866167E-44
 1.338330210866049E-04 3.305048355390217E-44
 1.353835141505097E-04 5.332353782459198E-44
 1.369519701111771E-04 8.587678168373064E-44
 1.385385970738017E-04 1.380547126042103E-43
 1.401436055545340E-04 2.215380735494979E-43
 1.417672085084141E-04 3.548707112307234E-43
 1.434096213576259E-04 5.674394833968625E-43
 1.450710620200789E-04 9.057315915957059E-43
 1.467517509383232E-04 1.443155061566092E-42
 1.484519111087983E-04 2.295424056893865E-42
 1.501717681114184E-04 3.644619844958491E-42
 1.519115501395054E-04 5.776753408192476E-42
 1.536714880300650E-04 9.140303382860328E-42
 1.554518152944129E-04 1.443728303561388E-41
 1.572527681491603E-04 2.276466622800789E-41
 1.590745855475538E-04 3.583364014450669E-41
 1.609175092111794E-04 5.630892678024320E-41
 1.627817836620364E-04 8.833302406238147E-41
 1.646676562549801E-04 1.383347561134370E-40
 1.665753772105399E-04 2.162741949066987E-40
 1.685051996481215E-04 3.375562062857555E-40
 1.704573796195897E-04 5.259667505515950E-40
 1.724321761432408E-04 8.181709879219088E-40
 1.744298512381719E-04 1.270592338161671E-39
 1.764506699590443E-04 1.969915196580936E-39
 1.784949004312524E-04 3.049093412430779E-39
 1.805628138864969E-04 4.711710280674584E-39
 1.826546846987755E-04 7.268985690845784E-39
 1.847707904207853E-04 1.119590395920724E-38
 1.869114118207479E-04 1.721620186548430E-38
 1.890768329196647E-04 2.643084611109274E-38
 1.912673410290002E-04 4.051193804754493E-38
 1.934832267888013E-04 6.199488991307262E-38
 1.957247842062627E-04 9.471796553999162E-38
 1.979923106947349E-04 1.444824472125211E-37
 2.002861071131838E-04 2.200425814454997E-37
 2.026064778061126E-04 3.345876698667771E-37
 2.049537306439405E-04 5.079574411641714E-37
 2.073281770638505E-04 7.699482539559643E-37
 2.097301321111141E-04 1.165239455222248E-36
 2.121599144808908E-04 1.760722280341742E-36
 2.146178465605109E-04 2.656385907061557E-36
 2.171042544722542E-04 4.001461920696616E-36
 2.196194681166185E-04 6.018329984624174E-36
 2.221638212160894E-04 9.037860958397359E-36
 2.247376513594231E-04 1.355158896354535E-35
 2.273413000464354E-04 2.028860725162569E-35
 2.299751127333138E-04 3.032873065003531E-35
 2.326394388784508E-04 4.526877499661702E-35
 2.353346319888142E-04 6.746651464132307E-35
 2.380610496668489E-04 1.003980636943510E-34
 2.408190536579227E-04 1.491806257401513E-34
 2.436090098983269E-04 2.213359828785322E-34
 2.464312885638269E-04 3.279039214868528E-34
 2.492862641187766E-04 4.850635631256532E-34
 2.521743153658061E-04 7.164907818498883E-34
 2.550958254960801E-04 1.056780820011148E-33
 2.580511821401387E-04 1.556410087228142E-33
 2.610407774193320E-04 2.288918764901865E-33
 2.640650079978464E-04 3.361292995815302E-33
 2.671242751353316E-04 4.928950085933068E-33
 2.702189847401450E-04 7.217336094367672E-33
 2.733495474232062E-04 1.055300858453292E-32
 2.765163785524753E-04 1.540830575204389E-32
 2.797198983080685E-04 2.246544844947947E-32
 2.829605317380069E-04 3.270839769319117E-32
 2.862387088146095E-04 4.755429799623446E-32
 2.895548644915474E-04 6.904129909855183E-32
 2.929094387615520E-04 1.000965584567842E-31
 2.963028767147918E-04 1.449181150612248E-31
 2.997356285979314E-04 2.095182540245405E-31
 3.032081498738688E-04 3.024955744942677E-31
 3.067209012821682E-04 4.361304955345952E-31
 3.102743489001882E-04 6.279375404451632E-31
 3.138689642049266E-04 9.028618178695925E-31
 3.175052241355748E-04 1.296382763771578E-30
 3.211836111567955E-04 1.858893877745085E-30
 3.249046133227426E-04 2.661874593542581E-30
 3.286687243418137E-04 3.806575770638381E-30
 3.324764436421547E-04 5.436225965180203E-30
 3.363282764379285E-04 7.753162514729359E-30
 3.402247337963461E-04 1.104284209398597E-29
 3.441663327054726E-04 1.570744829785375E-29
 3.481535961428276E-04 2.231286939986871E-29
 3.521870531447714E-04 3.165427805619942E-29
 3.562672388766967E-04 4.484755756884634E-29
 3.603946947040396E-04 6.345659327809562E-29
 3.645699682641067E-04 8.967026546105923E-29
 3.687936135387335E-04 1.265482276453623E-28
 3.730661909277931E-04 1.783617574443454E-28
 3.773882673235485E-04 2.510658417834254E-28
 3.817604161858650E-04 3.529521779117235E-28
 3.861832176183048E-04 4.955512571122885E-28
 3.906572584450918E-04 6.948769409389094E-28
 3.951831322889707E-04 9.731413658516894E-28
 3.997614396499747E-04 1.361114901736239E-27
 4.043927879850971E-04 1.901369673554073E-27
 4.090777917888922E-04 2.652731809603112E-27
 4.138170726750025E-04 3.696385155571142E-27
 4.186112594586420E-04 5.144228522892533E-27
 4.234609882400255E-04 7.150304178372674E-27
 4.283669024887633E-04 9.926406763664168E-27
 4.333296531292452E-04 1.376337534034225E-26
 4.383498986270026E-04 1.906010183853492E-26
 4.434283050760710E-04 2.636300370536733E-26
 4.485655462873754E-04 3.641966957891839E-26
 4.537623038781294E-04 5.025167780891946E-26
 4.590192673622700E-04 6.925331977138078E-26
 4.643371342419489E-04 9.532528107334357E-26
 4.697166101000768E-04 1.310554404290562E-25
 4.751584086939360E-04 1.799630990111854E-25
 4.806632520498908E-04 2.468284981380421E-25
 4.862318705591833E-04 3.381368779250062E-25
 4.918650030748395E-04 4.626761791994943E-25
 4.975633970097079E-04 6.323405948511274E-25
 5.033278084356248E-04 8.632095892493211E-25
 5.091590021837267E-04 1.176995114647231E-24
 5.150577519459372E-04 1.602980389840622E-24
 5.210248403776177E-04 2.180614171885518E-24
 5.270610592014071E-04 2.962978101441062E-24
 5.331672093122773E-04 4.021415573670972E-24
 5.393441008837915E-04 5.451704098777212E-24
 5.455925534756022E-04 7.382276359000789E-24
 5.519133961421858E-04 9.985157407042878E-24
 5.583074675428516E-04 1.349049877715170E-23
 5.647756160530122E-04 1.820587046045322E-23
 5.713186998767424E-04 2.454183926161625E-23
 5.779375871606567E-04 3.304584371045795E-23
 5.846331561090911E-04 4.444700614757257E-23
 5.914062951006207E-04 5.971534686851253E-23
 5.982579028059397E-04 8.013994167064551E-23
 6.051888883070947E-04 1.074319683872190E-22
 6.122001712180972E-04 1.438604177779890E-22
 6.192926818069504E-04 1.924306257815245E-22
 6.264673611190725E-04 2.571188806201221E-22
 6.337251611021519E-04 3.431803797034388E-22
 6.410670447324629E-04 4.575530282613963E-22
 6.484939861426295E-04 6.093863321506318E-22
 6.560069707508707E-04 8.107333884395140E-22
 6.636069953917565E-04 1.077455293017977E-21
 6.712950684484649E-04 1.430401900253426E-21
 6.790722099865705E-04 1.896951727720230E-21
 6.869394518893989E-04 2.513018104408429E-21
 6.948978379949310E-04 3.325659953562440E-21
 7.029484242343059E-04 4.396475847170975E-21
 7.110922787719148E-04 5.806011674651003E-21
 7.193304821471386E-04 7.659478626156780E-21
 7.276641274177098E-04 1.009416326352260E-20
 7.360943203047355E-04 1.328902040252063E-20
 7.446221793394174E-04 1.747707891490935E-20
 7.532488360114545E-04 2.296146869295157E-20
 7.619754349191659E-04 3.013610443868705E-20
 7.708031339213683E-04 3.951235198063992E-20
 7.797331042909978E-04 5.175337234302424E-20
 7.887665308705097E-04 6.771830909444188E-20
 7.979046122290972E-04 8.851908245697256E-20
 8.071485608217132E-04 1.155933131350522E-19
 8.164996031499360E-04 1.507978624792802E-19
 8.259589799247134E-04 1.965286970858894E-19
 8.355279462309785E-04 2.558743326697238E-19
 8.452077716941679E-04 3.328120686770455E-19
 8.549997406486920E-04 4.324586977679281E-19
 8.649051523083346E-04 5.613904959788594E-19
 8.749253209386291E-04 7.280512365110884E-19
 8.850615760312503E-04 9.432719307801442E-19
 8.953152624804066E-04 1.220932244539464E-18
 9.056877407612757E-04 1.578801388918338E-18
 9.161803871105290E-04 2.039606150438401E-18
 9.267945937089232E-04 2.632386104067450E-18
 9.375317688660206E-04 3.394211575665197E-18
 9.483933372070391E-04 4.372359363516672E-18
 9.593807398618848E-04 5.627065560039723E-18
 9.704954346563584E-04 7.235005233802702E-18
 9.817388963055740E-04 9.293686725420646E-18
 9.931126166096405E-04 1.192699571950414E-17
 1.004618104651590E-03 1.529218335559880E-17
 1.016256886997596E-03 1.958866624785748E-17
 1.028030507899537E-03 2.506909787001535E-17
 1.039940529499883E-03 3.205328461413148E-17
 1.051988532038955E-03 4.094566122867515E-17
 1.064176114064606E-03 5.225721578459660E-17
 1.076504892644318E-03 6.663297180234364E-17
 1.088976503579741E-03 8.488640452330380E-17
 1.101592601623759E-03 1.080425015876064E-16
 1.114354860700026E-03 1.373915903802943E-16
 1.127264974125067E-03 1.745565631581915E-16
 1.140324654832959E-03 2.215767589644801E-16
 1.153535635602603E-03 2.810125354224922E-16
 1.166899669287618E-03 3.560755169492399E-16
 1.180418529048935E-03 4.507906792444013E-16
 1.194094008590050E-03 5.701978724944025E-16
 1.207927922395006E-03 7.206021577960835E-16
 1.221922105969166E-03 9.098845061595124E-16
 1.236078416082730E-03 1.147887076276400E-15
 1.250398731017105E-03 1.446890554438740E-15
 1.264884950814106E-03 1.822205039188803E-15
 1.279538997528076E-03 2.292900844176341E-15
 1.294362815480893E-03 2.882711568879782E-15
 1.309358371519941E-03 3.621149082774964E-15
 1.324527655279093E-03 4.544878967915313E-15
 1.339872679442687E-03 5.699415810714509E-15
 1.355395480012563E-03 7.141210940337555E-15
 1.371098116578223E-03 8.940221278554007E-15
 1.386982672590092E-03 1.118306749716178E-14
 1.403051255635941E-03 1.397691340064559E-14
 1.419305997720547E-03 1.745422723814437E-14
 1.435749055548560E-03 2.177862055180803E-14
 1.452382610810644E-03 2.715200245233166E-14
 1.469208870472978E-03 3.382333839453572E-14
 1.486230067070057E-03 4.209936442690953E-14
 1.503448459000906E-03 5.235768269176438E-14
 1.520866330828747E-03 6.506275427074264E-14
 1.538485993584106E-03 8.078541443167873E-14
 1.556309785071433E-03 1.002266666773817E-13
 1.574340070179312E-03 1.242466701924813E-13
 1.592579241194224E-03 1.539000256642689E-13
 1.611029718117946E-03 1.904786933782003E-13
 1.629693948988665E-03 2.355641525392260E-13
 1.648574410205776E-03 2.910907409714263E-13
 1.667673606858457E-03 3.594225104401730E-13
 1.686994073058034E-03 4.434464075885994E-13
 1.706538372274237E-03 5.466851590481788E-13
 1.726309097675308E-03 6.734339196674674E-13
 1.746308872472061E-03 8.289255563490004E-13
 1.766540350265954E-03 1.019530411979385E-12
 1.787006215401161E-03 1.252997554328858E-12
 1.807709183320725E-03 1.538745899008668E-12
 1.828652000926866E-03 1.888215245482421E-12
 1.849837446945443E-03 2.315289230201959E-12
 1.871268332294613E-03 2.836804539551073E-12
 1.892947500457827E-03 3.473163506297062E-12
 1.914877827861084E-03 4.249070517781601E-12
 1.937062224254574E-03 5.194416587684872E-12
 1.959503633098772E-03 6.345341098261092E-12
 1.982205031954966E-03 7.745505238600007E-12
 2.005169432880313E-03 9.447618201984878E-12
 2.028399882827511E-03 1.151526494399577E-11
 2.051899464049061E-03 1.402509345635400E-11
 2.075671294506203E-03 1.706943033021076E-11
 2.099718528282652E-03 2.075940615995219E-11
 2.124044356003065E-03 2.522868741794772E-11
 2.148652005256367E-03 3.063792921363450E-11
 2.173544741024015E-03 3.718008430583358E-11
 2.198725866113192E-03 4.508672841318558E-11
 2.224198721595033E-03 5.463559090308578E-11
 2.249966687247899E-03 6.615951407959827E-11
 2.276033182005849E-03 8.005710440375080E-11
 2.302401664412252E-03 9.680538607555051E-11
 2.329075633078653E-03 1.169748226621098E-10
 2.356058627149011E-03 1.412471372363855E-10
 2.383354226769260E-03 1.704364373837435E-10
 2.410966053562309E-03 2.055142402813985E-10
 2.438897771108602E-03 2.476390969953635E-10
 2.467153085432191E-03 2.981916366479211E-10
 2.495735745492434E-03 3.588159930540712E-10
 2.524649543681455E-03 4.314687421290179E-10
 2.553898316327304E-03 5.184766716679434E-10
 2.583485944202947E-03 6.226049304346165E-10
 2.613416353041210E-03 7.471373659892211E-10
 2.643693514055639E-03 8.959711662532565E-10
 2.674321444467377E-03 1.073728275271052E-09
 2.705304208038223E-03 1.285886466844560E-09
 2.736645915609796E-03 1.538933439738965E-09
 2.768350725648945E-03 1.840547855402094E-09
 2.800422844799545E-03 2.199811885590202E-09
 2.832866528440612E-03 2.627460586702681E-09
 2.865686081250929E-03 3.136174285827683E-09
 2.898885857780165E-03 3.740921168607720E-09
 2.932470263026693E-03 4.459358421876789E-09
 2.966443753022026E-03 5.312301628425743E-09
 3.000810835422025E-03 6.324273664535644E-09
 3.035576070105035E-03 7.524146144329666E-09
 3.070744069776868E-03 8.945888524266859E-09
 3.106319500582802E-03 1.062944236708419E-08
 3.142307082726741E-03 1.262174101385281E-08
 3.178711591097472E-03 1.497789807875447E-08
 3.215537855902186E-03 1.776259182448677E-08
 3.252790763307402E-03 2.105167666605611E-08
 3.290475256087244E-03 2.493405786593723E-08
 3.328596334279240E-03 2.951387101397902E-08
 3.367159055847775E-03 3.491301423305498E-08
 3.406168537355174E-03 4.127408833231014E-08
 3.445629954640540E-03 4.876380847586932E-08
 3.485548543506553E-03 5.757696049565715E-08
 3.525929600414131E-03 6.794098592227344E-08
 3.566778483185153E-03 8.012129233029996E-08
 3.608100611713393E-03 9.442739991209502E-08
 3.649901468683610E-03 1.112200515538669E-07
 3.692186600298980E-03 1.309194323693341E-07
 3.734961617017023E-03 1.540146659655074E-07
 3.778232194293971E-03 1.810747790290653E-07
 3.822004073337819E-03 2.127613535342689E-07
 3.866283061870038E-03 2.498431174388219E-07
 3.911075034896207E-03 2.932127606671024E-07
 3.956385935485492E-03 3.439063040586241E-07
 4.002221775559153E-03 4.031253954358229E-07
 4.048588636688271E-03 4.722629597538196E-07
 4.095492670900635E-03 5.529326902605624E-07
 4.142940101496967E-03 6.470029356479051E-07
 4.190937223876705E-03 7.566356153567200E-07
 4.239490406373254E-03 8.843308826817130E-07
 4.288606091098915E-03 1.032978354421354E-06
 4.338290794799697E-03 1.205915838008350E-06
 4.388551109719941E-03 1.406996613991014E-06
 4.439393704476947E-03 1.640666475264051E-06
 4.490825324945856E-03 1.912051886644900E-06
 4.542852795154663E-03 2.227060811576824E-06
 4.595483018189601E-03 2.592497959501537E-06
 4.648722977111130E-03 3.016196440686528E-06
 4.702579735880423E-03 3.507168078241245E-06
 4.757060440296588E-03 4.075774923332421E-06
 4.812172318944851E-03 4.733924853229748E-06
 4.867922684155629E-03 5.495294507275484E-06
 4.924318932974698E-03 6.375583238168065E-06
 4.981368548144719E-03 7.392802230657678E-06
 5.039079099098011E-03 8.567603473051583E-06
 5.097458242960905E-03 9.923653865726086E-06
 5.156513725569643E-03 1.148806042276541E-05
 5.216253382498194E-03 1.329185327643439E-05
 5.276685140097848E-03 1.537053403885446E-05
 5.337817016548851E-03 1.776469802145098E-05
 5.399657122924361E-03 2.052073987210818E-05
 5.462213664266594E-03 2.369165337534788E-05
 5.525494940675430E-03 2.733793748649912E-05
 5.589509348409781E-03 3.152862215243856E-05
 5.654265381001572E-03 3.634242912660601E-05
 5.719771630382632E-03 4.186908483382310E-05
 5.786036788024767E-03 4.821080440220229E-05
 5.853069646092932E-03 5.548396827879917E-05
 5.920879098611724E-03 6.382101540838752E-05
 5.989474142645553E-03 7.337257980952986E-05
 6.058863879492345E-03 8.430990056045498E-05
 6.129057515891069E-03 9.682753874387796E-05
 6.200064365243388E-03 1.111464388331026E-04
 6.271893848849337E-03 1.275173763733228E-04
 6.344555497157306E-03 1.462248386686769E-04
 6.418058951028643E-03 1.675913905777165E-04
 6.492413963016786E-03 1.919825835036029E-04
 6.567630398661183E-03 2.198124723016051E-04
 6.643718237796372E-03 2.515498121830682E-04
 6.720687575876059E-03 2.877250158447282E-04
 6.798548625312623E-03 3.289379600769090E-04
 6.877311716832054E-03 3.758667410916868E-04
 6.956987300844751E-03 4.292774888589810E-04
 7.037585948832048E-03 4.900353629516921E-04
 7.119118354748794E-03 5.591168658951132E-04
 7.201595336442364E-03 6.376236249187359E-04
 7.285027837087922E-03 7.267978094567722E-04
 7.369426926640331E-03 8.280393698897989E-04
 7.454803803303038E-03 9.429253030278210E-04
 7.541169795013820E-03 1.073231171882678E-03
 7.628536360947727E-03 1.220955131563649E-03
 7.716915093037624E-03 1.388344739864566E-03
 7.806317717512167E-03 1.577926860525782E-03
 7.896756096451598E-03 1.792540999502703E-03
 7.988242229361744E-03 2.035376450130186E-03
 8.080788254766075E-03 2.310013662129334E-03
 8.174406451816187E-03 2.620470292293687E-03
 8.269109241921160E-03 2.971252441758403E-03
 8.364909190395575E-03 3.367411636380674E-03
 8.461819008126646E-03 3.814608163360449E-03
 8.559851553260837E-03 4.319181439240736E-03
 8.659019832909846E-03 4.888228152354375E-03
 8.759337004876340E-03 5.529688997122225E-03
 8.860816379399884E-03 6.252444898943891E-03
 8.963471420922875E-03 7.066423717375633E-03
 9.067315749877080E-03 7.982718512482556E-03
 9.172363144490709E-03 9.013718565456210E-03
 9.278627542616678E-03 1.017325446052449E-02
 9.386123043581841E-03 1.147675866169475E-02
 9.494863910057633E-03 1.294144315589635E-02
 9.604864569952600E-03 1.458649588451385E-02
 9.716139618326665E-03 1.643329784923663E-02
 9.828703819327531E-03 1.850566295670429E-02
 9.942572108149762E-03 2.083010286073162E-02
 1.005775959301633E-02 2.343611927234947E-02
 1.017428155718318E-02 2.635652643783547E-02
 1.029215346096708E-02 2.962780673477758E-02
 1.041139094379686E-02 3.329050260768129E-02
 1.053200982628860E-02 3.738964835947824E-02
 1.065402611234458E-02 4.197524563506194E-02
 1.077745599127678E-02 4.710278678009204E-02
 1.090231583995495E-02 5.283383063446934E-02
 1.102862222497939E-02 5.923663572750240E-02
 1.115639190487918E-02 6.638685628342181E-02
 1.128564183233562E-02 7.436830692380070E-02
 1.141638915643157E-02 8.327380247067587E-02
 1.154865122492684E-02 9.320607981347344E-02
 1.168244558655990E-02 1.042788094073731E-01
 1.181778999337624E-02 1.166177046240682E-01
 1.195470240308384E-02 1.303617378811018E-01
 1.209320098143570E-02 1.456644732372703E-01
 1.223330410464016E-02 1.626955259629272E-01
 1.237503036179915E-02 1.816421604794860E-01
 1.251839855737447E-02 2.027110390167223E-01
 1.266342771368296E-02 2.261301343644769E-01
 1.281013707342027E-02 2.521508212021796E-01
 1.295854610221410E-02 2.810501616802452E-01
 1.310867449120693E-02 3.131334022087109E-01
 1.326054215966859E-02 3.487366997852910E-01
 1.341416925763926E-02 3.882300976742682E-01
 1.356957616860302E-02 4.320207718371840E-01
 1.372678351219226E-02 4.805565712212196E-01
 1.388581214692362E-02 5.343298768411433E-01
 1.404668317296554E-02 5.938818065529354E-01
 1.420941793493775E-02 6.598067945197845E-01
 1.437403802474346E-02 7.327575766240363E-01
 1.454056528443409E-02 8.134506154899994E-01
 1.470902180910732E-02 9.026720013647525E-01
 1.487942994983881E-02 1.001283867862861E+00
 1.505181231664764E-02 1.110231364533488E+00
 1.522619178149627E-02 1.230550231361655E+00
 1.540259148132535E-02 1.363375023681687E+00
 1.558103482112340E-02 1.509948039576286E+00
 1.576154547703228E-02 1.671629005669543E+00
 1.594414739948867E-02 1.849905581310028E+00
 1.612886481640170E-02 2.046404745498112E+00
 1.631572223636762E-02 2.262905135552515E+00
 1.650474445192171E-02 2.501350411453140E+00
 1.669595654282762E-02 2.763863725053897E+00
 1.688938387940520E-02 3.052763378950043E+00
 1.708505212589647E-02 3.370579765728112E+00
 1.728298724387091E-02 3.720073684639123E+00
 1.748321549567013E-02 4.104256139437378E+00
 1.768576344789224E-02 4.526409728242752E+00
 1.789065797491687E-02 4.990111743823536E+00
 1.809792626247091E-02 5.499259110694380E+00
 1.830759581123545E-02 6.058095293897657E+00
 1.851969444049469E-02 6.671239323300558E+00
 1.873425029182711E-02 7.343717086731275E+00
 1.895129183283914E-02 8.080995055316308E+00
 1.917084786094255E-02 8.889016614992286E+00
 1.939294750717510E-02 9.774241189364149E+00
 1.961762024006578E-02 1.074368635091615E+01
 1.984489586954484E-02 1.180497313007273E+01
 2.007480455089885E-02 1.296637474475536E+01
 2.030737678877182E-02 1.423686898695888E+01
 2.054264344121269E-02 1.562619451748271E+01
 2.078063572376948E-02 1.714491133532086E+01
 2.102138521363107E-02 1.880446570439005E+01
 2.126492385381702E-02 2.061725983727347E+01
 2.151128395741561E-02 2.259672665351800E+01
 2.176049821187136E-02 2.475740994876983E+01
 2.201259968332202E-02 2.711505033068178E+01
 2.226762182098577E-02 2.968667729817800E+01
 2.252559846159941E-02 3.249070786222657E+01
 2.278656383390775E-02 3.554705212889372E+01
 2.305055256320524E-02 3.887722628911580E+01
 2.331759967593012E-02 4.250447348433131E+01
 2.358774060431165E-02 4.645389304296495E+01
 2.386101119107142E-02 5.075257860968189E+01
 2.413744769417908E-02 5.542976571749796E+01
 2.441708679166290E-02 6.051698938204442E+01
 2.469996558647644E-02 6.604825232788838E+01
 2.498612161142143E-02 7.206020448844421E+01
 2.527559283412752E-02 7.859233445408695E+01
 2.556841766209011E-02 8.568717357725563E+01
 2.586463494776613E-02 9.339051347890445E+01
 2.616428399372907E-02 1.017516377375254E+02
 2.646740455788388E-02 1.108235685800199E+02
 2.677403685874189E-02 1.206633294332233E+02
 2.708422158075714E-02 1.313322242356201E+02
 2.739799987972458E-02 1.428961344509287E+02
 2.771541338824047E-02 1.554258347684341E+02
 2.803650422122638E-02 1.689973285198309E+02
 2.836131498151716E-02 1.836922038881561E+02
 2.868988876551330E-02 1.995980120316030E+02
 2.902226916889929E-02 2.168086682933092E+02
 2.935850029242777E-02 2.354248777179475E+02
 2.969862674777094E-02 2.555545861464558E+02
 3.004269366343984E-02 2.773134582120300E+02
 3.039074669077187E-02 3.008253836132283E+02
 3.074283200998794E-02 3.262230130937211E+02
 3.109899633631988E-02 3.536483256124622E+02
 3.145928692620849E-02 3.832532282434527E+02
 3.182375158357367E-02 4.152001903999745E+02
 3.219243866615722E-02 4.496629140340845E+02
 3.256539709193886E-02 4.868270415191420E+02
 3.294267634562679E-02 5.268909029793792E+02
 3.332432648522355E-02 5.700663048876190E+02
 3.371039814866751E-02 6.165793618077191E+02
 3.410094256055192E-02 6.666713732157170E+02
 3.449601153892117E-02 7.205997473872935E+02
 3.489565750214622E-02 7.786389743943937E+02
 3.529993347587970E-02 8.410816503063810E+02
 3.570889310009111E-02 9.082395547426269E+02
 3.612259063618408E-02 9.804447839733059E+02
 3.654108097419593E-02 1.058050941810524E+03
 3.696441964008031E-02 1.141434390578982E+03
 3.739266280307459E-02 1.230995564494408E+03
 3.782586728315267E-02 1.327160347816110E+03
 3.826409055856358E-02 1.430381520174423E+03
 3.870739077345817E-02 1.541140271501031E+03
 3.915582674560339E-02 1.659947789013741E+03
 3.960945797418656E-02 1.787346918727121E+03
 4.006834464770988E-02 1.923913903966746E+03
 4.053254765197610E-02 2.070260203371861E+03
 4.100212857816702E-02 2.227034390866204E+03
 4.147714973101573E-02 2.394924140061214E+03
 4.195767413707296E-02 2.574658295531667E+03
 4.244376555306969E-02 2.767009033373887E+03
 4.293548847437664E-02 2.972794113405937E+03
 4.343290814356136E-02 3.192879225307624E+03
 4.393609055904479E-02 3.428180430933391E+03
 4.444510248385828E-02 3.679666704935552E+03
 4.496001145450138E-02 3.948362575725862E+03
 4.548088578990309E-02 4.235350868693984E+03
 4.600779460048626E-02 4.541775553443029E+03
 4.654080779733733E-02 4.868844696646260E+03
 4.707999610148245E-02 5.217833521944222E+03
 4.762543105327047E-02 5.590087578080762E+03
 4.817718502186531E-02 5.987026016250674E+03
 4.873533121484803E-02 6.410144977356600E+03
 4.929994368792993E-02 6.861021089579589E+03
 4.987109735477845E-02 7.341315076344780E+03
 5.044886799695705E-02 7.852775474390635E+03
 5.103333227397962E-02 8.397242461253756E+03
 5.162456773348222E-02 8.976651791049078E+03
 5.222265282151185E-02 9.593038836925520E+03
 5.282766689293494E-02 1.024854273806979E+04
 5.343969022196651E-02 1.094541064854333E+04
 5.405880401282061E-02 1.168600208460416E+04
 5.468509041048494E-02 1.247279336650831E+04
 5.531863251162007E-02 1.330838215002089E+04
 5.595951437558448E-02 1.419549204208652E+04
 5.660782103558788E-02 1.513697729421437E+04
 5.726363850997377E-02 1.613582756625392E+04
 5.792705381363196E-02 1.719517275216615E+04
 5.859815496954447E-02 1.831828785834177E+04
 5.927703102046399E-02 1.950859792388332E+04
 5.996377204072849E-02 2.076968297092326E+04
 6.065846914821259E-02 2.210528297182069E+04
 6.136121451641685E-02 2.351930281855546E+04
 6.207210138669762E-02 2.501581727811730E+04
 6.279122408063872E-02 2.659907591604970E+04
 6.351867801256580E-02 2.827350796856104E+04
 6.425455970220613E-02 3.004372714167344E+04
 6.499896678749539E-02 3.191453631390532E+04
 6.575199803753182E-02 3.389093211692374E+04
 6.651375336568136E-02 3.597810936615011E+04
 6.728433384283455E-02 3.818146531102929E+04
 6.806384171081624E-02 4.050660367204786E+04
 6.885238039595173E-02 4.295933842880928E+04
 6.965005452278911E-02 4.554569732065737E+04
 7.045696992798114E-02 4.827192501813232E+04
 7.127323367432817E-02 5.114448592036273E+04
 7.209895406498278E-02 5.417006653007944E+04
 7.293424065782000E-02 5.735557735411054E+04
 7.377920427997378E-02 6.070815427339165E+04
 7.463395704254124E-02 6.423515932267498E+04
 7.549861235545792E-02 6.794418081528960E+04
 7.637328494254562E-02 7.184303274414749E+04
 7.725809085673334E-02 7.593975338526207E+04
 7.815314749545620E-02 8.024260302468903E+04
 7.905857361623118E-02 8.476006072489930E+04
 7.997448935241444E-02 8.950082004035867E+04
 8.090101622914103E-02 9.447378358660734E+04
 8.183827717944844E-02 9.968805636057808E+04
 8.278639656058784E-02 1.051529377033636E+05
 8.374550017052436E-02 1.108779117895735E+05
 8.471571526462748E-02 1.168726365203397E+05
 8.569717057255583E-02 1.231469306891870E+05
 8.668999631533750E-02 1.297107592818102E+05
 8.769432422264742E-02 1.365742167625865E+05
 8.871028755028566E-02 1.437475081915403E+05
 8.973802109785851E-02 1.512409280064767E+05
 9.077766122666296E-02 1.590648362946333E+05
 9.182934587778034E-02 1.672296323685639E+05
 9.289321459037772E-02 1.757457254501012E+05
 9.396940852022252E-02 1.846235022546980E+05
 9.505807045841168E-02 1.938732912570715E+05
 9.615934485031662E-02 2.035053234067060E+05
 9.727337781474890E-02 2.135296890486224E+05
 9.840031716334786E-02 2.239562907918431E+05
 9.954031242019173E-02 2.347947920538000E+05
 1.006935148416371E-01 2.460545609939219E+05
 1.018600774363881E-01 2.577446095347794E+05
 1.030401549857974E-01 2.698735271533508E+05
 1.042339040644032E-01 2.824494091074053E+05
 1.054414830607034E-01 2.954797787456695E+05
